,address,code_district,code_suburb,dock_bikes,free_bases,id,light,name,no_available,number,reservations_count,total_bases,date_time,longitude,latitude,coordinates
27,"Calle Illescas, 1 ,",10,104,20,7,2334,1,340 - Illescas - Seseña,0,340,0,27,2024-02-18 19:04:28,-3.7656976,40.3970983,"(-3.7656976, 40.3970983)"
28,"Calle Osa de la Vega, 1 ,",10,107,11,12,2335,2,342 - Osa de la Vega - Rafael Finat,0,342,0,23,2024-02-18 19:04:28,-3.773381,40.374979,"(-3.773381, 40.374979)"
29,"Calle Alfredo Aleix, 9 ,",11,116,5,19,2337,0,381 - Alfredo Aleix - Mercedes Rodríguez,0,381,0,24,2024-02-18 19:04:28,-3.7553916,40.3684767,"(-3.7553916, 40.3684767)"
30,"444 - Calle de Valderrobollo, 18,",18,183,17,6,2339,1,"444 - Calle de Valderrebollo, 18",0,444,0,23,2024-02-18 19:04:28,-3.6276352,40.3743481,"(-3.6276352, 40.3743481)"
31,"Calle Conde Duque nº 22,",01,015,16,7,1417,2,13 - Conde Duque,0,13,0,23,2024-02-18 19:04:28,-3.7105,40.4273,"(-3.7105, 40.4273)"
32,"Ventura Rodríguez, 3,",09,092,25,2,1418,1,14 - Ventura Rodríguez,0,14,0,27,2024-02-18 19:04:28,-3.7133069,40.4260425,"(-3.7133069, 40.4260425)"
33,"Calle norte nº 10,",01,015,5,14,1419,0,15 - Norte,0,15,0,19,2024-02-18 19:04:28,-3.7074453,40.4262383,"(-3.7074453, 40.4262383)"
34,"Calle San Bernardo nº 22,",01,015,3,16,1420,0,16 - San Bernardo,0,16,0,19,2024-02-18 19:04:28,-3.7074808485065,40.4229374,"(-3.7074808485065, 40.4229374)"
35,"Plaza de Carlos Cambronero nº 2,",01,015,15,8,1421,2,17 - Plaza de Carlos Cambronero,0,17,0,23,2024-02-18 19:04:28,-3.704166,40.423126,"(-3.704166, 40.423126)"
36,"Plaza de Pedro Zerolo nº 20,",01,014,10,14,1422,2,18 - Plaza de Pedro Zerolo,0,18,0,24,2024-02-18 19:04:28,-3.6996776,40.4209251,"(-3.6996776, 40.4209251)"
37,"Calle Prim nº 4,",01,014,12,16,1423,2,"19 - Calle Prim, 2",0,19,0,28,2024-02-18 19:04:28,-3.6954983,40.4218616,"(-3.6954983, 40.4218616)"
38,"Calle Alcalá nº 48,",01,013,4,23,1424,0,20a - Banco de España,0,20a,0,27,2024-02-18 19:04:28,-3.6952465,40.4188076,"(-3.6952465, 40.4188076)"
39,"Calle Jacometrezo nº 3,",01,016,0,0,1425,3,22 - Jacometrezo,1,22,0,3,2024-02-18 19:04:28,-3.7065376,40.4200783,"(-3.7065376, 40.4200783)"
40,"Plaza de Santo Domingo nº 1,",01,011,20,4,1426,1,23 - Santo Domingo,0,23,0,24,2024-02-18 19:04:28,-3.708249,40.4202595,"(-3.708249, 40.4202595)"
41,"Calle Carlos III nº 1,",01,011,13,5,1427,1,24 - Palacio de Oriente,0,24,0,18,2024-02-18 19:04:28,-3.7106495,40.417767,"(-3.7106495, 40.417767)"
42,"Plaza de Celenque nº 1,",01,016,7,17,1428,0,25a - Plaza de Celenque A,0,25a,0,24,2024-02-18 19:04:28,-3.7057791,40.4173703,"(-3.7057791, 40.4173703)"
43,"Plaza de Celenque nº 1,",01,016,8,16,1429,2,25b - Plaza de Celenque B,0,25b,0,24,2024-02-18 19:04:28,-3.7058976,40.4173687,"(-3.7058976, 40.4173687)"
44,"Plaza de las Salesas nº 7,",01,014,16,11,1430,2,26 - Plaza de las Salesas,0,26,0,27,2024-02-18 19:04:28,-3.6945,40.4239,"(-3.6945, 40.4239)"
45,"Calle Jesús nº 6,",01,013,2,25,1431,0,27 - Huertas,0,27,0,27,2024-02-18 19:04:28,-3.6957,40.4133,"(-3.6957, 40.4133)"
46,"Calle Alcalá nº 28,",01,013,3,15,1432,0,28 - Metro Sevilla,0,28,0,18,2024-02-18 19:04:28,-3.6984583,40.41806,"(-3.6984583, 40.41806)"
47,"Calle del Marqués de Cubas nº 25,",01,013,19,4,1433,1,29 - Marqués de Cubas,0,29,0,23,2024-02-18 19:04:28,-3.6957434,40.4163838,"(-3.6957434, 40.4163838)"
48,"Calle Pavía nº 4,",01,011,7,20,1434,0,30 - San Quintín,0,30,0,27,2024-02-18 19:04:28,-3.711504,40.4192095,"(-3.711504, 40.4192095)"
49,"Calle Mayor nº 16,",01,016,10,17,1435,2,31 - Calle Mayor,0,31,0,27,2024-02-18 19:04:28,-3.7068969,40.4163638,"(-3.7068969, 40.4163638)"
50,"Plaza de la Provincia (esquina calle Gerona),",01,016,8,10,1436,2,32 - Plaza de la Provincia,0,32,0,18,2024-02-18 19:04:28,-3.7061032,40.4150099,"(-3.7061032, 40.4150099)"
51,"Calle Carretas nº 3,",01,016,3,20,1437,0,33 - Puerta del Sol,0,33,0,23,2024-02-18 19:04:28,-3.7033305,40.4165873,"(-3.7033305, 40.4165873)"
52,"Plaza de Jacinto Benavente,",01,016,8,16,1438,2,34 - Jacinto Benavente,0,34,0,24,2024-02-18 19:04:28,-3.7036825,40.4146755,"(-3.7036825, 40.4146755)"
53,"Plaza del Cordón nº1,",01,011,10,14,1439,2,35 - Plaza del Cordón,0,35,0,24,2024-02-18 19:04:28,-3.7103285,40.4141931,"(-3.7103285, 40.4141931)"
54,"Plaza de Ramales nº1,",01,011,22,2,1440,1,36 - Plaza Ramales,0,36,0,24,2024-02-18 19:04:28,-3.71183,40.4168,"(-3.71183, 40.4168)"
55,"Plaza de San Francisco,",01,011,5,19,1441,0,37 - Plaza de San Francisco,0,37,0,24,2024-02-18 19:04:28,-3.714113,40.4108,"(-3.714113, 40.4108)"
56,"Carrera de San Francisco nº 2,",01,011,27,0,1442,1,38 - Plaza de los Carros,0,38,0,27,2024-02-18 19:04:28,-3.7115898,40.4113586,"(-3.7115898, 40.4113586)"
57,"Plaza de la Cebada nº 3,",01,011,26,5,1443,1,39 - Plaza de la Cebada,0,39,0,31,2024-02-18 19:04:28,-3.7088337,40.4112744,"(-3.7088337, 40.4112744)"
58,"Plaza del Conde de Romanones nº 2,",01,012,14,4,1444,1,40 - Conde de Romanones,0,40,0,18,2024-02-18 19:04:28,-3.7047949666162405,40.413778406369765,"(-3.7047949666162405, 40.413778406369765)"
59,"Calle Atocha nº 56,",01,012,15,4,1445,1,41 - Metro Antón Martín,0,41,0,19,2024-02-18 19:04:28,-3.6991147,40.4122047,"(-3.6991147, 40.4122047)"
60,"Calle Santa Isabel 32,",01,012,22,5,1446,1,42 - Santa Isabel,0,42,0,27,2024-02-18 19:04:28,-3.6982922,40.4108488,"(-3.6982922, 40.4108488)"
61,"Calle Lavapiés nº 34,",01,012,2,16,1447,0,43 - Jesús y María,0,43,0,18,2024-02-18 19:04:28,-3.702471,40.4100387,"(-3.702471, 40.4100387)"
62,"Calle Mesón de Paredes nº 44,",01,012,16,3,1448,1,44 - Plaza de Nelson Mandela,0,44,0,19,2024-02-18 19:04:28,-3.7038640533106593,40.40979071254635,"(-3.7038640533106593, 40.40979071254635)"
63,"Calle Berrocal, 9,",17,173,13,14,2302,2,"402 - Calle Berrocal, 9",0,402,0,27,2024-02-18 19:04:28,-3.67615,40.344115,"(-3.67615, 40.344115)"
64,"Tomas Redondo, 7,",16,166,10,13,2303,2,"543 - Tomas Redondo, 7",0,543,0,23,2024-02-18 19:04:28,-3.62913802,40.47178414,"(-3.62913802, 40.47178414)"
65,"Paseo Virgen del Puerto, 27 ,",02,021,4,11,2304,0,"277 - Virgen del Puerto, 25",0,277,0,15,2024-02-18 19:04:28,-3.721178,40.411622,"(-3.721178, 40.411622)"
66,"Avenida Menéndez Pelayo enfrente del nº33 ,",03,035,21,2,2306,1,282 - Parque Retiro - Puerta Reina Mercedes,0,282,0,23,2024-02-18 19:04:28,-3.6787796,40.4181327,"(-3.6787796, 40.4181327)"
67,"Calle Mayor , 6,",01,016,2,21,2307,0,1 - Metro Sol,0,1,0,23,2024-02-18 19:04:28,-3.7054098,40.416465,"(-3.7054098, 40.416465)"
68,"Avenida Gran Vía de San Francisco, 9,",01,011,5,18,2308,0,"263 - Gran Vía de San Francisco, 9",0,263,0,23,2024-02-18 19:04:28,-3.712793282384579,40.40833880815136,"(-3.712793282384579, 40.40833880815136)"
69," Calle Babilonia, 19,",21,215,17,6,2309,1,"559 - Calle Babilonia, 19",0,559,0,23,2024-02-18 19:04:28,-3.5882347,40.4675299,"(-3.5882347, 40.4675299)"
70,"Camino de Ganapanes, 40,",08,083,13,11,2311,2,"581 - Camino de Ganapanes, 40",0,581,0,24,2024-02-18 19:04:28,-3.7163093,40.4764797,"(-3.7163093, 40.4764797)"
71,"Calle San Modesto, 44,",08,086,5,19,2312,0,598 - Hospital Ramón y Cajal,0,598,0,24,2024-02-18 19:04:28,-3.6923396,40.4858012,"(-3.6923396, 40.4858012)"
72,"Calle Escalona, 2,",10,104,10,17,2313,2,341 - Escalona - Seseña,0,341,0,27,2024-02-18 19:04:28,-3.76182259,40.39834576,"(-3.76182259, 40.39834576)"
73,"Calle de Tembleque, 31 ,",10,104,5,19,2314,0,346 - Metro Empalme,0,346,0,24,2024-02-18 19:04:28,-3.7664844,40.3907438,"(-3.7664844, 40.3907438)"
74,"Avenida de las Aguilas, 27 ,",10,107,19,5,2315,1,347 - Estación de tren Maestra Justa Freire,0,347,0,24,2024-02-18 19:04:28,-3.768603,40.383554,"(-3.768603, 40.383554)"
75,"Calle Albelda, 6,",15,156,9,15,2316,2,"528 - Albelda, 6",0,528,0,24,2024-02-18 19:04:28,-3.6573666,40.4494225,"(-3.6573666, 40.4494225)"
76,"Paseo de la Venta, 1,",09,091,7,20,2317,0,312 - Metro Batán,0,312,0,27,2024-02-18 19:04:28,-3.7528559,40.4077495,"(-3.7528559, 40.4077495)"
77,"Carretera del zoo s/n (metro Casa de Campo) ,",09,091,10,17,2318,2,321 - Metro Casa de Campo,0,321,0,27,2024-02-18 19:04:28,-3.761051,40.40316,"(-3.761051, 40.40316)"
78,"Calle Rosas de Aravaca, s/n ,",09,097,13,10,2319,2,310 - Estación de tren de Aravaca,0,310,0,23,2024-02-18 19:04:28,-3.7845536,40.4490509,"(-3.7845536, 40.4490509)"
79,"Calle Profesor Aranguren, 1 ,",09,093,5,22,2320,0,311 - C. Universitaria - Fac de Geogr. e Hª,0,311,0,27,2024-02-18 19:04:28,-3.733574,40.448553,"(-3.733574, 40.448553)"
80,"Calle Felipe IV, 5 ,",03,035,19,4,2321,1,283 - Museo Nacional del Prado,0,283,0,23,2024-02-18 19:04:28,-3.6919057,40.4152082,"(-3.6919057, 40.4152082)"
81,"564 - Avda del Partenon, 16,",21,215,17,6,2322,1,"564 - Avda del Partenon, 16",0,564,0,23,2024-02-18 19:04:28,-3.613867,40.463861,"(-3.613867, 40.463861)"
82,"Calle Caños de San Pedro, 12,",19,191,11,12,2323,2,"468 - Calle Caños de San Pedro, 12",0,468,0,23,2024-02-18 19:04:28,-3.601920499999999,40.4029976,"(-3.601920499999999, 40.4029976)"
83,"465 - Cordel de Pavones, 48,",19,192,19,5,2324,1,"465 - Cordel de Pavones, 48",0,465,0,24,2024-02-18 19:04:28,-3.619645,40.397375,"(-3.619645, 40.397375)"
84,"414 -  Calle de Santa Petronila, 7,",17,174,6,18,2325,0,"414 -  Calle de Santa Petronila, 7",0,414,0,24,2024-02-18 19:04:28,-3.692163,40.350985,"(-3.692163, 40.350985)"
85,"Calle de la Oca, 22 ,",11,113,4,20,2326,0,"380. - 380 - Oca, 20",0,380.,0,24,2024-02-18 19:04:28,-3.7335492,40.3894333,"(-3.7335492, 40.3894333)"
86,"411 - Calle Domingo Párraga,",17,171,4,19,2327,0,411 - Calle Domingo Párraga,0,411,0,23,2024-02-18 19:04:28,-3.7118183,40.3417533,"(-3.7118183, 40.3417533)"
87,"Calle Jacinto Verdaguer, 12 ,",11,112,7,17,2328,0,354 - Jacinto Verdaguer - Lola de Membrives,0,354,0,24,2024-02-18 19:04:28,-3.7160526116262793,40.39593854704345,"(-3.7160526116262793, 40.39593854704345)"
88,"Calle Santa Pola, 22 ,",09,091,11,12,2329,2,318 - CDP José María Cagigal,0,318,0,23,2024-02-18 19:04:28,-3.7370276473602226,40.43205131007265,"(-3.7370276473602226, 40.43205131007265)"
89,"549 - Avd. Francisco PI y Maragall, 33,",16,166,5,14,2330,0,"549 - Avd. Francisco PI y Maragall, 33",0,549,0,19,2024-02-18 19:04:28,-3.6503544,40.4866354,"(-3.6503544, 40.4866354)"
90,"279 - Paseo de los Melancólicos, 1,",02,021,9,14,2331,2,"279 - Paseo de los Melancólicos, 1",0,279,0,23,2024-02-18 19:04:28,-3.7184816,40.4104448,"(-3.7184816, 40.4104448)"
91,"Calle Carmen de Burgos, 4,",17,174,6,17,2332,0,"407 - Calle Carmen de Burgos, 4",0,407,0,23,2024-02-18 19:04:28,-3.6847883,40.3575459,"(-3.6847883, 40.3575459)"
92,"Calle del Tejo, 22 ,",02,027,9,14,2305,2,272 - Tejo - Parque La Ronda,0,272,0,23,2024-02-18 19:04:28,-3.679186,40.39663,"(-3.679186, 40.39663)"
93,"Calle Valcarlos, nº20 ,Comunidad de Madrid España",08,086,2,25,2359,0,607 - Metro Ligero - Palas de Rey,0,607,0,27,2024-02-18 19:04:28,-3.6641571,40.5051915,"(-3.6641571, 40.5051915)"
94,"Glorieta de la Puerta de Toledo nº 1,",01,012,16,3,1449,1,45 - Metro Puerta de Toledo,0,45,0,19,2024-02-18 19:04:28,-3.7111034,40.4068659,"(-3.7111034, 40.4068659)"
95,"Calle Ribera de Curtidores nº 28,",02,022,10,17,1450,2,46 - Ribera de Curtidores,0,46,0,27,2024-02-18 19:04:28,-3.7071259,40.4053153,"(-3.7071259, 40.4053153)"
96,"Glorieta de Embajadores nº 7,",02,022,16,8,1451,2,47 - Renfe/Cercanías Embajadores,0,47,0,24,2024-02-18 19:04:28,-3.7027998,40.4045772,"(-3.7027998, 40.4045772)"
97,"Glorieta de Embajadores nº 7,",01,012,16,7,1452,1,48 - Casa de baños Embajadores,0,48,0,24,2024-02-18 19:04:28,-3.7020566,40.4054815,"(-3.7020566, 40.4054815)"
98,"Ronda de Atocha nº 34,",01,012,15,12,1453,2,49 - Casa Encendida,0,49,0,27,2024-02-18 19:04:28,-3.6992774,40.4060533,"(-3.6992774, 40.4060533)"
99,"Calle de Santa Isabel (esquina con plaza del Emperador Carlos V),",01,012,15,9,1454,2,50 - Museo Reina Sofía,0,50,0,24,2024-02-18 19:04:28,-3.6933463,40.4083684,"(-3.6933463, 40.4083684)"
100,"Ronda de Atocha (esquina con Plaza del Emperador Carlos V),",01,012,9,18,1455,2,51 - Ronda de Atocha,0,51,0,27,2024-02-18 19:04:28,-3.6935205,40.4075606,"(-3.6935205, 40.4075606)"
101,"Plaza de Santa Ana nº 10,",01,013,9,6,1456,2,52 - Plaza de Santa Ana,0,52,0,15,2024-02-18 19:04:28,-3.7007164,40.4144226,"(-3.7007164, 40.4144226)"
102,"Calle Valencia nº 1,",01,012,13,11,1457,2,53 - Plaza de Lavapiés,0,53,0,24,2024-02-18 19:04:28,-3.700754126389314,40.40830870823806,"(-3.700754126389314, 40.40830870823806)"
103,"Calle Barceló nº 9,",01,014,11,8,1458,2,54 - Metro Tribunal,0,54,0,19,2024-02-18 19:04:28,-3.700392997553259,40.426599101766264,"(-3.700392997553259, 40.426599101766264)"
104,"Plaza de San Ildefonso nº4,",01,015,10,14,1459,2,55 - Plaza de San Ildefonso,0,55,0,24,2024-02-18 19:04:28,-3.7020842,40.4239757,"(-3.7020842, 40.4239757)"
105,"Plaza del Carmen nº 1,",01,016,16,7,1460,2,56 - Plaza del Carmen ,0,56,0,23,2024-02-18 19:04:28,-3.7032414,40.4184192,"(-3.7032414, 40.4184192)"
106,"Calle Santa Cruz del Marcenado nº 26,",01,015,10,13,1461,2,57 - Santa Cruz del Marcenado,0,57,0,23,2024-02-18 19:04:28,-3.7126299,40.4295658,"(-3.7126299, 40.4295658)"
107,"Calle Augusto Figueroa nº 33,",01,014,12,15,1462,2,58 - Metro Chueca,0,58,0,27,2024-02-18 19:04:28,-3.6978583,40.4222783,"(-3.6978583, 40.4222783)"
108,"Calle Espíritu Santo nº 30,",01,015,8,11,1463,2,59 - Plaza de Juan Pujol,0,59,0,19,2024-02-18 19:04:28,-3.7043418,40.4255495,"(-3.7043418, 40.4255495)"
109,"Plaza de la Independencia, s/n ,",03,035,22,1,1464,1,60 - Puerta de Alcalá,0,60,0,23,2024-02-18 19:04:28,-3.688398,40.419752,"(-3.688398, 40.419752)"
110,"Calle O'Donnell nº 30,",03,034,18,9,1465,2,61 - O'Donnell - Narváez,0,61,0,27,2024-02-18 19:04:28,-3.6753139,40.4214551,"(-3.6753139, 40.4214551)"
111,"Calle O'Donnell nº 48,",03,034,15,12,1466,2,62 - Hospital M. Infantil Gregorio Marañón,0,62,0,27,2024-02-18 19:04:28,-3.6724968,40.4213148,"(-3.6724968, 40.4213148)"
112,"Calle Ibiza nº 64,",03,034,3,20,1467,0,63 - Hospital Universitario Gregorio Marañón,0,63,0,23,2024-02-18 19:04:28,-3.6708959,40.4179237,"(-3.6708959, 40.4179237)"
113,"Calle Antonio Maura nº 13,",03,035,22,1,1468,1,65 - Parque del Retiro - Calle Antonio Maura,0,65,0,23,2024-02-18 19:04:28,-3.689424797942769,40.4167014469994,"(-3.689424797942769, 40.4167014469994)"
114,"Calle Almadén nº 28,",01,013,21,2,1469,1,67 - CaixaForum Madrid,0,67,0,23,2024-02-18 19:04:28,-3.693225,40.4108472,"(-3.693225, 40.4108472)"
115,"Calle Espalter nº 3,",03,035,13,6,1470,2,68 - Espalter - Ruiz de Alarcón,0,68,0,19,2024-02-18 19:04:28,-3.6913232,40.4127692,"(-3.6913232, 40.4127692)"
116,"Avenida de Alfonso XII nº 54,",03,035,20,7,1471,1,69 - Parque del Retiro - Puerta Ángel Caído,0,69,0,27,2024-02-18 19:04:28,-3.688822,40.409808,"(-3.688822, 40.409808)"
117,"Avenida de Menéndez Pelayo nº 63,",03,035,27,0,1472,1,70 - Hospital Infantil Niño Jesús,0,70,0,27,2024-02-18 19:04:28,-3.677872542327878,40.415382385574716,"(-3.677872542327878, 40.415382385574716)"
118,"Calle Doce de Octubre nº 28,",03,034,7,16,1473,0,71 - Plaza del Doctor Laguna,0,71,0,23,2024-02-18 19:04:28,-3.6739,40.4161,"(-3.6739, 40.4161)"
119,"Calle Doctor Esquerdo nº 62,",03,036,13,10,1474,2,72 - Metro Sáinz de Baranda,0,72,0,23,2024-02-18 19:04:28,-3.6696,40.4159,"(-3.6696, 40.4159)"
120,"Calle de los Astros, nº5 ,",03,033,17,6,1475,1,73 - Plaza de los Astros,0,73,0,23,2024-02-18 19:04:28,-3.6687,40.4115,"(-3.6687, 40.4115)"
121,"Avenida de Menéndez Pelayo nº 69,",03,035,26,1,1476,1,74 - Parque del Retiro - Jardines de Cecilio ,0,74,0,27,2024-02-18 19:04:28,-3.676588763788984,40.41206290978386,"(-3.676588763788984, 40.41206290978386)"
122,"Avenida Menéndez pelayo (esquina con calle Poeta Esteban Villegas),",03,035,16,11,1477,2,75 - Parque del Retiro - Plaza Mariano Cavia,0,75,0,27,2024-02-18 19:04:28,-3.6784749,40.4082717,"(-3.6784749, 40.4082717)"
123,"Avenida del Mediterráneo nº 19,",03,036,17,7,1478,1,"76 - Avenida del Mediterráneo, 19",0,76,0,24,2024-02-18 19:04:28,-3.675102,40.407271,"(-3.675102, 40.407271)"
124,"Plaza del Conde de Casal nº 8,",03,031,7,11,1479,2,77 - Plaza del Conde de Casal,0,77,0,18,2024-02-18 19:04:28,-3.6707132,40.4064784,"(-3.6707132, 40.4064784)"
125,"Calle Cerro de la Plata nº 4,",03,032,18,5,1480,1,78 - Metro Pacífico,0,78,0,23,2024-02-18 19:04:28,-3.6745240600494444,40.40063747422422,"(-3.6745240600494444, 40.40063747422422)"
126,"Avenida de Menéndez Pelayo nº 38,",03,031,11,16,1481,2,79 - Metro Menéndez Pelayo,0,79,0,27,2024-02-18 19:04:28,-3.6804398243230696,40.405110193977585,"(-3.6804398243230696, 40.405110193977585)"
127,"Calle Claudio Moyano, nº5 ,",03,035,19,5,1484,1,81 - Cuesta de Moyano,0,81,0,24,2024-02-18 19:04:28,-3.691833220071059,40.40934261188139,"(-3.691833220071059, 40.40934261188139)"
128,"Calle Lira, nº1 ,",03,033,7,16,1485,0,82 - Doctor Esquerdo - Metro Conde de Casal,0,82,0,23,2024-02-18 19:04:28,-3.6697526,40.4084556,"(-3.6697526, 40.4084556)"
129,"Calle Pío Baroja nº8,",03,036,8,15,1486,2,83 - Pío Baroja,0,83,0,23,2024-02-18 19:04:28,-3.6744795,40.4132995,"(-3.6744795, 40.4132995)"
130,"Calle Doctor Esquerdo nº 191,",03,032,18,5,1487,1,84 - Biblioteca Pública Elena Fortún,0,84,0,23,2024-02-18 19:04:28,-3.672481575393678,40.40357156992851,"(-3.672481575393678, 40.40357156992851)"
131,"Avenida de Menéndez Pelayo, 9,",03,035,26,1,1488,1,85 - Parque del Retiro - Puerta de O´Donnell,0,85,0,27,2024-02-18 19:04:28,-3.679891,40.4213143,"(-3.679891, 40.4213143)"
132,"Plaza Cibeles,",01,013,19,5,1489,1,86 - Cibeles,0,86,0,24,2024-02-18 19:04:28,-3.6933498,40.4186516,"(-3.6933498, 40.4186516)"
133,"Calle Ayala nº 44,",04,041,14,9,1490,2,87 - Ayala - Velázquez,0,87,0,23,2024-02-18 19:04:28,-3.6832566,40.427736,"(-3.6832566, 40.427736)"
134,"Calle Velázquez nº 75,",04,046,2,21,1491,0,88 - Velázquez-Padilla,0,88,0,23,2024-02-18 19:04:28,-3.6838303,40.4313576,"(-3.6838303, 40.4313576)"
135,"Calle Ayala nº 102,",04,042,4,19,1492,0,89 - Ayala - Conde de Peñalver,0,89,0,23,2024-02-18 19:04:28,-3.6752024,40.4272582,"(-3.6752024, 40.4272582)"
136,"Calle Goya nº 18,",04,041,1,26,1493,0,90 - Metro Velázquez,0,90,0,27,2024-02-18 19:04:28,-3.6838416,40.4251493,"(-3.6838416, 40.4251493)"
